step,degree_2,degree_3,degree_4,degree_5,degree_6_plus,levenshtein_distance,mesh_distance,action,action_letters,reward
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,1,ttt,81.0
5,4,4,1,0,0,1.0,1.0,0,ttta,136.0
5,4,4,1,0,0,4.0,1.0,1,tttat,131.0
5,4,4,1,0,0,3.0,1.0,0,a,24.0
5,4,4,1,0,0,2.0,1.0,1,at,81.0
5,4,4,1,0,0,1.0,1.0,1,att,136.0
5,4,4,1,0,0,1.0,1.0,1,attt,136.0
5,4,4,1,0,0,4.0,1.0,1,atttt,131.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,1,ttt,81.0
5,4,4,1,0,0,2.0,1.0,2,tttp,81.0
5,4,4,1,0,0,4.0,1.0,1,tttpt,74.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,1,ttt,81.0
5,4,4,1,0,0,1.0,1.0,0,ttta,136.0
5,4,4,1,0,0,4.0,1.0,1,tttat,131.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,2,ttp,31.0
5,4,4,1,0,0,3.0,1.0,1,ttpt,24.0
5,4,4,1,0,0,4.0,1.0,1,ttptt,24.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,1.0,1.0,0,tta,36.0
5,4,4,1,0,0,2.0,1.0,1,ttat,31.0
5,4,4,1,0,0,4.0,1.0,1,ttatt,24.0
5,4,4,1,0,0,4.0,1.0,2,p,-35.0
5,4,4,1,0,0,4.0,1.0,2,pp,-35.0
5,4,4,1,0,0,3.0,1.0,0,ppa,-26.0
5,4,4,1,0,0,4.0,1.0,1,ppat,-35.0
5,4,4,1,0,0,4.0,1.0,1,ppatt,-26.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,1,ttt,81.0
5,4,4,1,0,0,2.0,1.0,1,tttt,81.0
5,4,4,1,0,0,4.0,1.0,1,ttttt,74.0
4,4,4,1,0,0,3.0,1.0,1,t,-26.0
4,4,4,1,0,0,2.0,1.0,1,tt,31.0
4,4,4,1,0,0,1.0,1.0,0,tta,36.0
4,4,4,1,0,0,4.0,1.0,0,ttaa,-100.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,1,ttt,81.0
5,4,4,1,0,0,2.0,1.0,2,tttp,81.0
5,4,4,1,0,0,4.0,1.0,1,tttpt,74.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,1,ttt,81.0
5,4,4,1,0,0,2.0,1.0,1,tttt,81.0
5,4,4,1,0,0,4.0,1.0,1,ttttt,74.0
5,4,4,1,0,0,3.0,1.0,0,a,24.0
5,4,4,1,0,0,2.0,1.0,1,at,81.0
5,4,4,1,0,0,1.0,1.0,1,att,136.0
5,4,4,1,0,0,1.0,1.0,1,attt,136.0
5,4,4,1,0,0,4.0,1.0,1,atttt,131.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,3.0,1.0,2,tp,-26.0
5,4,4,1,0,0,3.0,1.0,1,tpt,24.0
5,4,4,1,0,0,3.0,1.0,1,tptt,24.0
5,4,4,1,0,0,4.0,1.0,1,tpttt,24.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,1,ttt,81.0
5,4,4,1,0,0,2.0,1.0,2,tttp,81.0
5,4,4,1,0,0,4.0,1.0,1,tttpt,74.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,1,ttt,81.0
5,4,4,1,0,0,2.0,1.0,1,tttt,81.0
5,4,4,1,0,0,4.0,1.0,1,ttttt,74.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,1,ttt,81.0
5,4,4,1,0,0,2.0,1.0,1,tttt,81.0
5,4,4,1,0,0,4.0,1.0,1,ttttt,74.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,2,ttp,31.0
5,4,4,1,0,0,3.0,1.0,1,ttpt,24.0
5,4,4,1,0,0,4.0,1.0,1,ttptt,24.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,2,ttp,31.0
5,4,4,1,0,0,3.0,1.0,1,ttpt,24.0
5,4,4,1,0,0,4.0,1.0,1,ttptt,24.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,1.0,1.0,0,tta,36.0
5,4,4,1,0,0,2.0,1.0,1,ttat,31.0
5,4,4,1,0,0,4.0,1.0,1,ttatt,24.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,1,ttt,81.0
5,4,4,1,0,0,2.0,1.0,1,tttt,81.0
5,4,4,1,0,0,4.0,1.0,2,ttttp,74.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,3.0,1.0,2,tp,-26.0
5,4,4,1,0,0,3.0,1.0,1,tpt,24.0
5,4,4,1,0,0,3.0,1.0,1,tptt,24.0
5,4,4,1,0,0,4.0,1.0,1,tpttt,24.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,1,ttt,81.0
5,4,4,1,0,0,1.0,1.0,0,ttta,136.0
5,4,4,1,0,0,4.0,1.0,1,tttat,131.0
5,4,4,1,0,0,4.0,1.0,2,p,-35.0
5,4,4,1,0,0,3.0,1.0,1,pt,24.0
5,4,4,1,0,0,2.0,1.0,1,ptt,81.0
5,4,4,1,0,0,2.0,1.0,1,pttt,81.0
5,4,4,1,0,0,4.0,1.0,1,ptttt,74.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,2,ttp,31.0
5,4,4,1,0,0,3.0,1.0,1,ttpt,24.0
5,4,4,1,0,0,4.0,1.0,0,ttpta,31.0
5,4,4,1,0,0,3.0,1.0,0,a,24.0
5,4,4,1,0,0,2.0,1.0,1,at,81.0
5,4,4,1,0,0,1.0,1.0,1,att,136.0
5,4,4,1,0,0,1.0,1.0,1,attt,136.0
5,4,4,1,0,0,4.0,1.0,1,atttt,131.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,1,ttt,81.0
5,4,4,1,0,0,2.0,1.0,1,tttt,81.0
5,4,4,1,0,0,4.0,1.0,1,ttttt,74.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,1,ttt,81.0
5,4,4,1,0,0,2.0,1.0,1,tttt,81.0
5,4,4,1,0,0,4.0,1.0,1,ttttt,74.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,1,ttt,81.0
5,4,4,1,0,0,2.0,1.0,1,tttt,81.0
5,4,4,1,0,0,4.0,1.0,0,tttta,81.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,1,ttt,81.0
5,4,4,1,0,0,2.0,1.0,1,tttt,81.0
5,4,4,1,0,0,4.0,1.0,1,ttttt,74.0
5,4,4,1,0,0,4.0,1.0,2,p,-35.0
5,4,4,1,0,0,3.0,1.0,1,pt,24.0
5,4,4,1,0,0,2.0,1.0,1,ptt,81.0
5,4,4,1,0,0,2.0,1.0,1,pttt,81.0
5,4,4,1,0,0,4.0,1.0,1,ptttt,74.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,1,ttt,81.0
5,4,4,1,0,0,2.0,1.0,1,tttt,81.0
5,4,4,1,0,0,4.0,1.0,0,tttta,81.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,1,ttt,81.0
5,4,4,1,0,0,2.0,1.0,1,tttt,81.0
5,4,4,1,0,0,4.0,1.0,1,ttttt,74.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,3.0,1.0,2,tp,-26.0
5,4,4,1,0,0,3.0,1.0,1,tpt,24.0
5,4,4,1,0,0,3.0,1.0,1,tptt,24.0
5,4,4,1,0,0,4.0,1.0,1,tpttt,24.0
4,4,4,1,0,0,3.0,1.0,0,a,24.0
4,4,4,1,0,0,2.0,1.0,1,at,81.0
4,4,4,1,0,0,1.0,1.0,1,att,136.0
4,4,4,1,0,0,4.0,1.0,0,atta,400.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,1,ttt,81.0
5,4,4,1,0,0,2.0,1.0,1,tttt,81.0
5,4,4,1,0,0,4.0,1.0,1,ttttt,74.0
5,4,4,1,0,0,4.0,1.0,2,p,-35.0
5,4,4,1,0,0,3.0,1.0,1,pt,24.0
5,4,4,1,0,0,2.0,1.0,1,ptt,81.0
5,4,4,1,0,0,2.0,1.0,1,pttt,81.0
5,4,4,1,0,0,4.0,1.0,1,ptttt,74.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,0,ta,-19.0
5,4,4,1,0,0,3.0,1.0,1,tat,24.0
5,4,4,1,0,0,2.0,1.0,1,tatt,31.0
5,4,4,1,0,0,4.0,1.0,1,tattt,31.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,1,ttt,81.0
5,4,4,1,0,0,2.0,1.0,2,tttp,81.0
5,4,4,1,0,0,4.0,1.0,1,tttpt,74.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,1,ttt,81.0
5,4,4,1,0,0,1.0,1.0,0,ttta,136.0
5,4,4,1,0,0,4.0,1.0,1,tttat,131.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,1,ttt,81.0
5,4,4,1,0,0,2.0,1.0,1,tttt,81.0
5,4,4,1,0,0,4.0,1.0,1,ttttt,74.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,1,ttt,81.0
5,4,4,1,0,0,2.0,1.0,1,tttt,81.0
5,4,4,1,0,0,4.0,1.0,1,ttttt,74.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,1,ttt,81.0
5,4,4,1,0,0,2.0,1.0,1,tttt,81.0
5,4,4,1,0,0,4.0,1.0,1,ttttt,74.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,1,ttt,81.0
5,4,4,1,0,0,2.0,1.0,1,tttt,81.0
5,4,4,1,0,0,4.0,1.0,1,ttttt,74.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,1,ttt,81.0
5,4,4,1,0,0,2.0,1.0,1,tttt,81.0
5,4,4,1,0,0,4.0,1.0,1,ttttt,74.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,1,ttt,81.0
5,4,4,1,0,0,2.0,1.0,1,tttt,81.0
5,4,4,1,0,0,4.0,1.0,1,ttttt,74.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,1,ttt,81.0
5,4,4,1,0,0,2.0,1.0,1,tttt,81.0
5,4,4,1,0,0,4.0,1.0,0,tttta,81.0
3,4,4,1,0,0,3.0,1.0,1,t,-26.0
3,4,4,1,0,0,2.0,1.0,0,ta,-19.0
3,4,4,1,0,0,4.0,1.0,0,taa,-100.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,1,ttt,81.0
5,4,4,1,0,0,2.0,1.0,1,tttt,81.0
5,4,4,1,0,0,4.0,1.0,1,ttttt,74.0
5,4,4,1,0,0,4.0,1.0,2,p,-35.0
5,4,4,1,0,0,3.0,1.0,1,pt,24.0
5,4,4,1,0,0,2.0,1.0,1,ptt,81.0
5,4,4,1,0,0,2.0,1.0,1,pttt,81.0
5,4,4,1,0,0,4.0,1.0,1,ptttt,74.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,1,ttt,81.0
5,4,4,1,0,0,2.0,1.0,1,tttt,81.0
5,4,4,1,0,0,4.0,1.0,1,ttttt,74.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,1,ttt,81.0
5,4,4,1,0,0,2.0,1.0,1,tttt,81.0
5,4,4,1,0,0,4.0,1.0,1,ttttt,74.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,1,ttt,81.0
5,4,4,1,0,0,1.0,1.0,0,ttta,136.0
5,4,4,1,0,0,4.0,1.0,1,tttat,131.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,1,ttt,81.0
5,4,4,1,0,0,2.0,1.0,1,tttt,81.0
5,4,4,1,0,0,4.0,1.0,1,ttttt,74.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,1.0,1.0,0,tta,36.0
5,4,4,1,0,0,2.0,1.0,1,ttat,31.0
5,4,4,1,0,0,4.0,1.0,1,ttatt,24.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,1,ttt,81.0
5,4,4,1,0,0,2.0,1.0,1,tttt,81.0
5,4,4,1,0,0,4.0,1.0,1,ttttt,74.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,0,ta,-19.0
5,4,4,1,0,0,3.0,1.0,1,tat,24.0
5,4,4,1,0,0,2.0,1.0,1,tatt,31.0
5,4,4,1,0,0,4.0,1.0,1,tattt,31.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,1,ttt,81.0
5,4,4,1,0,0,2.0,1.0,1,tttt,81.0
5,4,4,1,0,0,4.0,1.0,1,ttttt,74.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,3.0,1.0,2,tp,-26.0
5,4,4,1,0,0,3.0,1.0,1,tpt,24.0
5,4,4,1,0,0,3.0,1.0,1,tptt,24.0
5,4,4,1,0,0,4.0,1.0,1,tpttt,24.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,1,ttt,81.0
5,4,4,1,0,0,2.0,1.0,1,tttt,81.0
5,4,4,1,0,0,4.0,1.0,1,ttttt,74.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,1,ttt,81.0
5,4,4,1,0,0,2.0,1.0,1,tttt,81.0
5,4,4,1,0,0,4.0,1.0,2,ttttp,74.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,0,ta,-19.0
5,4,4,1,0,0,3.0,1.0,1,tat,24.0
5,4,4,1,0,0,3.0,1.0,2,tatp,24.0
5,4,4,1,0,0,4.0,1.0,1,tatpt,24.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,1,ttt,81.0
5,4,4,1,0,0,2.0,1.0,1,tttt,81.0
5,4,4,1,0,0,4.0,1.0,1,ttttt,74.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,1.0,1.0,0,tta,36.0
5,4,4,1,0,0,2.0,1.0,1,ttat,31.0
5,4,4,1,0,0,4.0,1.0,1,ttatt,24.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,2,ttp,31.0
5,4,4,1,0,0,3.0,1.0,1,ttpt,24.0
5,4,4,1,0,0,4.0,1.0,1,ttptt,24.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,1,ttt,81.0
5,4,4,1,0,0,2.0,1.0,1,tttt,81.0
5,4,4,1,0,0,4.0,1.0,1,ttttt,74.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,1,ttt,81.0
5,4,4,1,0,0,2.0,1.0,1,tttt,81.0
5,4,4,1,0,0,4.0,1.0,1,ttttt,74.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,1,ttt,81.0
5,4,4,1,0,0,2.0,1.0,2,tttp,81.0
5,4,4,1,0,0,4.0,1.0,1,tttpt,74.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,1.0,1.0,0,tta,36.0
5,4,4,1,0,0,2.0,1.0,1,ttat,31.0
5,4,4,1,0,0,4.0,1.0,1,ttatt,24.0
5,4,4,1,0,0,3.0,1.0,0,a,24.0
5,4,4,1,0,0,2.0,1.0,1,at,81.0
5,4,4,1,0,0,1.0,1.0,1,att,136.0
5,4,4,1,0,0,1.0,1.0,1,attt,136.0
5,4,4,1,0,0,4.0,1.0,1,atttt,131.0
5,4,4,1,0,0,4.0,1.0,2,p,-35.0
5,4,4,1,0,0,3.0,1.0,1,pt,24.0
5,4,4,1,0,0,2.0,1.0,1,ptt,81.0
5,4,4,1,0,0,2.0,1.0,1,pttt,81.0
5,4,4,1,0,0,4.0,1.0,1,ptttt,74.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,1,ttt,81.0
5,4,4,1,0,0,1.0,1.0,0,ttta,136.0
5,4,4,1,0,0,4.0,1.0,1,tttat,131.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,0,ta,-19.0
5,4,4,1,0,0,3.0,1.0,1,tat,24.0
5,4,4,1,0,0,2.0,1.0,1,tatt,31.0
5,4,4,1,0,0,4.0,1.0,1,tattt,31.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,0,ta,-19.0
5,4,4,1,0,0,3.0,1.0,1,tat,24.0
5,4,4,1,0,0,2.0,1.0,1,tatt,31.0
5,4,4,1,0,0,4.0,1.0,1,tattt,31.0
4,4,4,1,0,0,3.0,1.0,0,a,24.0
4,4,4,1,0,0,2.0,1.0,1,at,81.0
4,4,4,1,0,0,1.0,1.0,1,att,136.0
4,4,4,1,0,0,4.0,1.0,0,atta,400.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,1,ttt,81.0
5,4,4,1,0,0,1.0,1.0,0,ttta,136.0
5,4,4,1,0,0,4.0,1.0,1,tttat,131.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,1,ttt,81.0
5,4,4,1,0,0,2.0,1.0,1,tttt,81.0
5,4,4,1,0,0,4.0,1.0,1,ttttt,74.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,3.0,1.0,2,tp,-26.0
5,4,4,1,0,0,3.0,1.0,1,tpt,24.0
5,4,4,1,0,0,3.0,1.0,1,tptt,24.0
5,4,4,1,0,0,4.0,1.0,0,tptta,31.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,1,ttt,81.0
5,4,4,1,0,0,2.0,1.0,1,tttt,81.0
5,4,4,1,0,0,4.0,1.0,1,ttttt,74.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,3.0,1.0,2,tp,-26.0
5,4,4,1,0,0,3.0,1.0,1,tpt,24.0
5,4,4,1,0,0,2.0,1.0,0,tpta,81.0
5,4,4,1,0,0,4.0,1.0,1,tptat,74.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,1,ttt,81.0
5,4,4,1,0,0,2.0,1.0,1,tttt,81.0
5,4,4,1,0,0,4.0,1.0,1,ttttt,74.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,1,ttt,81.0
5,4,4,1,0,0,2.0,1.0,1,tttt,81.0
5,4,4,1,0,0,4.0,1.0,1,ttttt,74.0
5,4,4,1,0,0,3.0,1.0,0,a,24.0
5,4,4,1,0,0,2.0,1.0,1,at,81.0
5,4,4,1,0,0,1.0,1.0,1,att,136.0
5,4,4,1,0,0,1.0,1.0,1,attt,136.0
5,4,4,1,0,0,4.0,1.0,1,atttt,131.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,1,ttt,81.0
5,4,4,1,0,0,2.0,1.0,1,tttt,81.0
5,4,4,1,0,0,4.0,1.0,1,ttttt,74.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,0,ta,-19.0
5,4,4,1,0,0,3.0,1.0,1,tat,24.0
5,4,4,1,0,0,2.0,1.0,1,tatt,31.0
5,4,4,1,0,0,4.0,1.0,1,tattt,31.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,1,ttt,81.0
5,4,4,1,0,0,2.0,1.0,1,tttt,81.0
5,4,4,1,0,0,4.0,1.0,2,ttttp,74.0
2,4,4,1,0,0,3.0,1.0,0,a,24.0
2,4,4,1,0,0,4.0,1.0,0,aa,-100.0
5,4,4,1,0,0,4.0,1.0,2,p,-35.0
5,4,4,1,0,0,3.0,1.0,1,pt,24.0
5,4,4,1,0,0,2.0,1.0,1,ptt,81.0
5,4,4,1,0,0,2.0,1.0,1,pttt,81.0
5,4,4,1,0,0,4.0,1.0,1,ptttt,74.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,1,ttt,81.0
5,4,4,1,0,0,2.0,1.0,1,tttt,81.0
5,4,4,1,0,0,4.0,1.0,1,ttttt,74.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,1,ttt,81.0
5,4,4,1,0,0,2.0,1.0,1,tttt,81.0
5,4,4,1,0,0,4.0,1.0,1,ttttt,74.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,1,ttt,81.0
5,4,4,1,0,0,2.0,1.0,1,tttt,81.0
5,4,4,1,0,0,4.0,1.0,1,ttttt,74.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,2,ttp,31.0
5,4,4,1,0,0,3.0,1.0,1,ttpt,24.0
5,4,4,1,0,0,4.0,1.0,1,ttptt,24.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,1,ttt,81.0
5,4,4,1,0,0,2.0,1.0,1,tttt,81.0
5,4,4,1,0,0,4.0,1.0,1,ttttt,74.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,1,ttt,81.0
5,4,4,1,0,0,2.0,1.0,1,tttt,81.0
5,4,4,1,0,0,4.0,1.0,1,ttttt,74.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,1,ttt,81.0
5,4,4,1,0,0,2.0,1.0,1,tttt,81.0
5,4,4,1,0,0,4.0,1.0,1,ttttt,74.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,1,ttt,81.0
5,4,4,1,0,0,2.0,1.0,1,tttt,81.0
5,4,4,1,0,0,4.0,1.0,1,ttttt,74.0
5,4,4,1,0,0,4.0,1.0,2,p,-35.0
5,4,4,1,0,0,3.0,1.0,1,pt,24.0
5,4,4,1,0,0,2.0,1.0,1,ptt,81.0
